,기준금리,금,달러,엔,유로,실업률,소비자물가지수,kospi,거래대금(억),외국인 순매수(억),시가총액(억)
2020-08-28,0.5,1968.03,1185.7,1112.6,1401.56,3.1,100.19,2353.8,153287.0,-2250.0,15995500.0
2020-08-31,0.5,1968.03,1185.1,1123.0,1411.22,3.1,100.19,2326.17,190360.0,-16362.0,15810990.0
2020-09-01,0.5,1922.21,1183.3,1117.32,1412.56,3.6,100.74,2349.55,160970.0,-2084.0,15962970.0
2020-09-02,0.5,1922.21,1184.6,1118.39,1411.87,3.6,100.74,2364.27,155344.0,-2541.0,16059400.0
2020-09-03,0.5,1922.21,1186.2,1116.69,1406.06,3.6,100.74,2395.9,171670.0,1921.0,16277020.0
2020-09-04,0.5,1922.21,1187.5,1119.28,1407.13,3.6,100.74,2368.25,194445.0,-4715.0,16090980.0
2020-09-07,0.5,1922.21,1190.2,1119.92,1409.61,3.6,100.74,2384.22,168989.0,-2513.0,16205310.0
2020-09-08,0.5,1922.21,1187.2,1116.79,1403.09,3.6,100.74,2401.91,170084.0,-337.0,16332230.0
2020-09-09,0.5,1922.21,1187.9,1120.5,1397.15,3.6,100.74,2375.81,152449.0,-1136.0,16154700.0
2020-09-10,0.5,1922.21,1189.6,1120.2,1404.62,3.6,100.74,2396.48,155881.0,3821.0,16302100.0
2020-09-11,0.5,1922.21,1185.3,1116.57,1401.8,3.6,100.74,2396.69,118812.0,-1513.0,16305320.0
2020-09-14,0.5,1922.21,1188.3,1119.77,1407.6,3.6,100.74,2427.91,118683.0,1439.0,16521670.0
2020-09-15,0.5,1922.21,1184.2,1119.97,1405.23,3.6,100.74,2443.58,116982.0,2504.0,16626440.0
2020-09-16,0.5,1922.21,1180.5,1120.07,1398.72,3.6,100.74,2435.92,115664.0,1751.0,16572630.0
2020-09-17,0.5,1922.21,1177.8,1121.66,1391.16,3.6,100.74,2406.17,138648.0,-1256.0,16369160.0
2020-09-18,0.5,1922.21,1175.4,1122.48,1393.26,3.6,100.74,2412.4,137065.0,1453.0,16408980.0
2020-09-21,0.5,1922.21,1163.6,1113.44,1378.46,3.6,100.74,2389.39,140132.0,-737.0,16257690.0
2020-09-22,0.5,1922.21,1160.6,1108.34,1365.5,3.6,100.74,2332.59,174959.0,-171.0,15877330.0
2020-09-23,0.5,1922.21,1163.9,1108.79,1362.64,3.6,100.74,2333.24,133922.0,-559.0,15879240.0
2020-09-24,0.5,1922.21,1164.4,1104.9,1357.87,3.6,100.74,2272.7,122948.0,-1915.0,15473210.0
2020-09-25,0.5,1922.21,1170.3,1110.18,1366.09,3.6,100.74,2278.79,98965.0,-899.0,15519150.0
2020-09-28,0.5,1922.21,1170.5,1108.59,1361.58,3.6,100.74,2308.08,88438.0,-580.0,15711280.0
2020-09-29,0.5,1922.21,1173.5,1112.06,1369.42,3.6,100.74,2327.89,88971.0,-712.0,15844650.0
2020-10-05,0.5,1900.28,1169.5,1108.48,1370.19,3.7,100.18,2358.0,104550.0,1743.0,16046270.0
2020-10-06,0.5,1900.28,1163.4,1100.19,1371.01,3.7,100.18,2365.9,108023.0,1701.0,16099440.0
2020-10-07,0.5,1900.28,1160.0,1098.22,1361.14,3.7,100.18,2386.94,88032.0,-975.0,16242920.0
2020-10-08,0.5,1900.28,1162.5,1096.91,1367.86,3.7,100.18,2391.96,122425.0,7610.0,16281330.0
2020-10-12,0.5,1900.28,1156.2,1094.63,1366.45,3.7,100.18,2403.73,104726.0,1396.0,16363020.0
2020-10-13,0.5,1900.28,1148.3,1090.04,1356.54,3.7,100.18,2403.15,100256.0,2127.0,16367050.0
2020-10-14,0.5,1900.28,1149.5,1089.68,1349.92,3.7,100.18,2380.48,104732.0,-367.0,16219360.0
2020-10-15,0.5,1900.28,1145.7,1089.38,1345.57,3.7,100.18,2361.21,127599.0,-162.0,16174780.0
2020-10-16,0.5,1900.28,1144.6,1086.22,1340.04,3.7,100.18,2341.53,109631.0,-1713.0,16040410.0
2020-10-19,0.5,1900.28,1145.6,1086.7,1341.9,3.7,100.18,2346.74,101738.0,377.0,16072990.0
2020-10-20,0.5,1900.28,1142.2,1083.01,1344.2,3.7,100.18,2358.41,116758.0,431.0,16162300.0
2020-10-21,0.5,1900.28,1139.7,1080.03,1348.32,3.7,100.18,2370.86,96824.0,-239.0,16244890.0
2020-10-22,0.5,1900.28,1133.7,1083.9,1344.4,3.7,100.18,2355.05,95695.0,-738.0,16143110.0
2020-10-23,0.5,1900.28,1134.1,1081.28,1340.68,3.7,100.18,2360.81,105292.0,386.0,16181080.0
2020-10-26,0.5,1900.28,1134.6,1083.51,1343.99,3.7,100.18,2343.91,114935.0,-1454.0,16071850.0
2020-10-27,0.5,1900.28,1129.1,1076.72,1333.47,3.7,100.18,2330.84,99447.0,1059.0,15983880.0
2020-10-28,0.5,1900.28,1127.6,1078.99,1328.26,3.7,100.18,2345.26,87814.0,93.0,16074710.0
2020-10-29,0.5,1900.28,1129.3,1082.28,1326.36,3.7,100.18,2326.67,101404.0,-5386.0,15940580.0
2020-10-30,0.5,1900.28,1133.4,1083.5,1323.07,3.7,100.18,2267.15,114583.0,-9825.0,15530040.0
2020-11-02,0.5,1863.49,1130.4,1080.07,1316.07,3.4,100.09,2300.16,84136.0,492.0,15757930.0
2020-11-03,0.5,1863.49,1134.7,1083.3,1320.96,3.4,100.09,2343.31,106927.0,2177.0,16054750.0
2020-11-04,0.5,1863.49,1134.6,1083.82,1331.79,3.4,100.09,2357.32,146587.0,-2174.0,16148360.0
2020-11-05,0.5,1863.49,1136.5,1087.61,1332.43,3.4,100.09,2413.79,124107.0,11411.0,16533920.0
2020-11-06,0.5,1863.49,1130.9,1091.66,1337.18,3.4,100.09,2416.5,124358.0,7950.0,16554950.0
2020-11-09,0.5,1863.49,1124.4,1089.06,1336.97,3.4,100.09,2447.2,146452.0,3337.0,16769440.0
2020-11-10,0.5,1863.49,1115.6,1059.6,1318.25,3.4,100.09,2452.83,177071.0,1602.0,16810310.0
2020-11-11,0.5,1863.49,1115.9,1059.89,1318.88,3.4,100.09,2485.87,179889.0,8377.0,17039460.0
2020-11-12,0.5,1863.49,1112.4,1055.46,1310.35,3.4,100.09,2475.62,157200.0,4898.0,16983290.0
2020-11-13,0.5,1863.49,1113.2,1059.53,1314.41,3.4,100.09,2493.87,168009.0,5263.0,17104390.0
2020-11-16,0.5,1863.49,1115.1,1065.4,1320.56,3.4,100.09,2543.03,187682.0,4655.0,17442820.0
2020-11-17,0.5,1863.49,1108.0,1059.73,1313.92,3.4,100.09,2539.15,174916.0,3515.0,17421860.0
2020-11-18,0.5,1863.49,1106.8,1062.34,1312.83,3.4,100.09,2545.64,133421.0,667.0,17464160.0
2020-11-19,0.5,1863.49,1105.9,1065.26,1310.82,3.4,100.09,2547.42,122996.0,1056.0,17475980.0
2020-11-20,0.5,1863.49,1112.2,1071.54,1320.24,3.4,100.09,2553.5,120504.0,1038.0,17520650.0
2020-11-23,0.5,1863.49,1114.2,1072.84,1321.33,3.4,100.09,2602.59,155105.0,9888.0,17869920.0
2020-11-24,0.5,1863.49,1112.6,1064.49,1317.37,3.4,100.09,2617.76,165607.0,7269.0,17978250.0
2020-11-25,0.5,1863.49,1111.2,1063.09,1321.49,3.4,100.09,2601.54,212897.0,-419.0,17860750.0
2020-11-26,0.5,1863.49,1107.2,1060.28,1319.39,3.4,100.09,2625.91,124859.0,2517.0,18031030.0
2020-11-27,0.5,1863.49,1105.8,1060.77,1317.12,3.4,100.09,2633.45,124184.0,797.0,18081710.0
2020-11-30,0.5,1863.49,1104.4,1061.57,1321.58,3.4,100.09,2591.34,204460.0,-24378.0,17796350.0
2020-12-01,0.5,1855.96,1104.9,1058.74,1318.31,4.1,100.33,2634.25,157440.0,748.0,18094940.0
2020-12-02,0.5,1855.96,1107.1,1061.3,1336.38,4.1,100.33,2675.9,168873.0,5181.0,18383640.0
2020-12-03,0.5,1855.96,1103.3,1056.14,1336.54,4.1,100.33,2696.22,154123.0,2103.0,18526280.0
2020-12-04,0.5,1855.96,1098.1,1057.34,1333.81,4.1,100.33,2731.45,196317.0,7622.0,18774440.0
2020-12-07,0.5,1855.96,1086.6,1042.55,1318.15,4.1,100.33,2745.44,179330.0,-652.0,18882210.0
2020-12-08,0.5,1855.96,1082.7,1041.01,1311.31,4.1,100.33,2700.93,169323.0,-8521.0,18575990.0
2020-12-09,0.5,1855.96,1084.4,1040.99,1313.15,4.1,100.33,2755.47,167965.0,1633.0,18945560.0
2020-12-10,0.5,1855.96,1083.6,1039.08,1308.83,4.1,100.33,2746.46,202828.0,-13663.0,18893740.0
2020-12-11,0.5,1855.96,1086.2,1041.97,1318.81,4.1,100.33,2770.06,179729.0,-1540.0,19062990.0
2020-12-14,0.5,1855.96,1089.3,1047.45,1321.97,4.1,100.33,2762.2,168133.0,-3670.0,19016270.0
2020-12-15,0.5,1855.96,1090.8,1048.59,1324.94,4.1,100.33,2756.82,152817.0,-3724.0,18976770.0
2020-12-16,0.5,1855.96,1093.2,1054.45,1328.73,4.1,100.33,2771.79,132648.0,932.0,19078110.0
2020-12-17,0.5,1855.96,1092.2,1055.83,1332.16,4.1,100.33,2770.43,158383.0,-2587.0,19064190.0
2020-12-18,0.5,1855.96,1092.8,1059.68,1340.32,4.1,100.33,2772.18,189014.0,-1939.0,19073500.0
2020-12-21,0.5,1855.96,1097.9,1061.85,1343.01,4.1,100.33,2778.65,186946.0,-99.0,19117370.0
2020-12-22,0.5,1855.96,1101.2,1065.66,1348.36,4.1,100.33,2733.68,196297.0,-1471.0,18818100.0
2020-12-23,0.5,1855.96,1106.6,1068.1,1346.46,4.1,100.33,2759.82,198768.0,833.0,19014610.0
2020-12-24,0.5,1855.96,1108.9,1070.73,1351.53,4.1,100.33,2806.86,196964.0,1244.0,19368260.0
2020-12-28,0.5,1855.96,1103.7,1065.5,1345.91,4.1,100.33,2808.6,235760.0,710.0,19383740.0
2020-12-29,0.5,1855.96,1098.2,1058.4,1341.56,4.1,100.33,2820.51,190665.0,-3172.0,19441110.0
2020-12-30,0.5,1855.96,1093.2,1056.18,1340.1,4.1,100.33,2873.47,176820.0,2494.0,19805430.0
2021-01-04,0.5,1866.99,1088.0,1053.8,1331.39,5.7,101.04,2944.45,247266.0,843.0,20288460.0
2021-01-05,0.5,1866.99,1083.1,1050.08,1326.58,5.7,101.04,2990.57,262636.0,-2089.0,20597430.0
2021-01-06,0.5,1866.99,1086.1,1057.49,1335.52,5.7,101.04,2968.21,292718.0,-4022.0,20441020.0
2021-01-07,0.5,1866.99,1086.8,1054.48,1339.97,5.7,101.04,3031.68,268161.0,1113.0,20865780.0
2021-01-08,0.5,1866.99,1087.7,1047.68,1334.66,5.7,101.04,3152.18,401927.0,16479.0,21705370.0
2021-01-11,0.5,1866.99,1094.4,1052.36,1335.5,5.7,101.04,3148.45,440694.0,-7259.0,21716290.0
2021-01-12,0.5,1866.99,1097.8,1053.5,1334.16,5.7,101.04,3125.95,310825.0,-6284.0,21557020.0
2021-01-13,0.5,1866.99,1099.9,1059.68,1342.48,5.7,101.04,3148.29,239647.0,1886.0,21693790.0
2021-01-14,0.5,1866.99,1095.0,1054.25,1331.19,5.7,101.04,3149.93,238116.0,6719.0,21706780.0
2021-01-15,0.5,1866.99,1100.3,1059.97,1337.41,5.7,101.04,3085.9,227607.0,-7553.0,21278860.0
2021-01-18,0.5,1866.99,1097.9,1057.35,1326.32,5.7,101.04,3013.93,231869.0,-2113.0,20772270.0
2021-01-19,0.5,1866.99,1104.4,1065.15,1333.62,5.7,101.04,3092.66,237776.0,4098.0,21315640.0
2021-01-20,0.5,1866.99,1102.1,1060.78,1337.34,5.7,101.04,3114.55,242686.0,-2386.0,21465260.0
2021-01-21,0.5,1866.99,1100.0,1062.39,1332.65,5.7,101.04,3160.84,246194.0,3664.0,21790200.0
2021-01-22,0.5,1866.99,1099.2,1062.13,1337.67,5.7,101.04,3140.63,239627.0,-2728.0,21659930.0
2021-01-25,0.5,1866.99,1102.3,1061.79,1341.28,5.7,101.04,3208.99,208031.0,2862.0,22120810.0
2021-01-26,0.5,1866.99,1103.2,1063.27,1339.62,5.7,101.04,3140.31,215663.0,-19848.0,21656570.0
2021-01-27,0.5,1866.99,1103.0,1064.36,1341.41,5.7,101.04,3122.56,194493.0,-6290.0,21528600.0
2021-01-28,0.5,1866.99,1104.0,1060.57,1336.39,5.7,101.04,3069.05,226849.0,-15775.0,21156670.0
2021-01-29,0.5,1866.99,1114.6,1069.26,1351.12,5.7,101.04,2976.21,237821.0,-14312.0,20513020.0
2021-02-01,0.5,1808.18,1117.2,1066.13,1354.27,4.9,101.58,3056.53,204914.0,1328.0,21048890.0
2021-02-02,0.5,1808.18,1118.0,1065.42,1348.59,4.9,101.58,3096.81,189153.0,1946.0,21340090.0
2021-02-03,0.5,1808.18,1116.6,1063.18,1344.78,4.9,101.58,3129.68,216307.0,4283.0,21583590.0
2021-02-04,0.5,1808.18,1114.0,1060.8,1341.2,4.9,101.58,3087.55,203807.0,-6487.0,21304130.0
2021-02-05,0.5,1808.18,1116.7,1057.73,1336.24,4.9,101.58,3120.63,194376.0,1911.0,21544250.0
2021-02-08,0.5,1808.18,1124.0,1066.31,1354.14,4.9,101.58,3091.24,190533.0,-3558.0,21329840.0
2021-02-09,0.5,1808.18,1119.1,1063.53,1348.35,4.9,101.58,3084.67,180563.0,-2275.0,21291750.0
2021-02-10,0.5,1808.18,1116.0,1067.23,1352.26,4.9,101.58,3100.58,180699.0,7513.0,21401810.0
2021-02-15,0.5,1808.18,1110.1,1057.49,1345.77,4.9,101.58,3147.0,165581.0,7296.0,21725630.0
2021-02-16,0.5,1808.18,1103.1,1047.13,1337.95,4.9,101.58,3163.25,168631.0,2371.0,21841140.0
2021-02-17,0.5,1808.18,1099.7,1035.45,1329.54,4.9,101.58,3133.73,165949.0,-4866.0,21629730.0
2021-02-18,0.5,1808.18,1107.7,1046.23,1333.95,4.9,101.58,3086.66,179286.0,-8607.0,21302410.0
2021-02-19,0.5,1808.18,1105.7,1046.22,1337.29,4.9,101.58,3107.62,194293.0,-2982.0,21457560.0
2021-02-22,0.5,1808.18,1107.1,1049.04,1342.25,4.9,101.58,3079.75,179932.0,-3207.0,21261520.0
2021-02-23,0.5,1808.18,1106.5,1053.81,1345.89,4.9,101.58,3070.09,173131.0,-2993.0,21189160.0
2021-02-24,0.5,1808.18,1110.8,1055.44,1349.68,4.9,101.58,2994.98,196542.0,6314.0,20678210.0
2021-02-25,0.5,1808.18,1110.2,1048.3,1350.78,4.9,101.58,3099.69,169459.0,9749.0,21390660.0
2021-02-26,0.5,1808.18,1108.4,1043.15,1349.86,4.9,101.58,3012.95,210135.0,-28300.0,20798220.0
2021-03-02,0.5,1718.23,1121.8,1050.62,1351.66,4.3,101.84,3043.87,185405.0,2104.0,21008920.0
2021-03-03,0.5,1718.23,1121.3,1050.64,1355.32,4.3,101.84,3082.99,139140.0,-114.0,21275040.0
2021-03-04,0.5,1718.23,1122.9,1049.0,1354.5,4.3,101.84,3043.49,168001.0,-9320.0,21003880.0
2021-03-05,0.5,1718.23,1126.2,1042.83,1347.5,4.3,101.84,3026.26,164753.0,-3750.0,20895490.0
2021-03-08,0.5,1718.23,1129.4,1042.12,1346.98,4.3,101.84,2996.11,155020.0,-1296.0,20692850.0
2021-03-09,0.5,1718.23,1131.3,1038.37,1340.65,4.3,101.84,2976.12,180119.0,-5292.0,20560790.0
2021-03-10,0.5,1718.23,1141.1,1051.08,1358.02,4.3,101.84,2958.12,128713.0,4799.0,20435400.0
2021-03-11,0.5,1718.23,1140.7,1051.97,1360.57,4.3,101.84,3013.7,157549.0,17080.0,20811310.0
2021-03-12,0.5,1718.23,1137.3,1047.58,1362.94,4.3,101.84,3054.39,129247.0,4068.0,21087390.0
2021-03-15,0.5,1718.23,1130.7,1036.15,1351.41,4.3,101.84,3045.71,124182.0,-2183.0,21034900.0
2021-03-16,0.5,1718.23,1135.9,1040.82,1354.67,4.3,101.84,3067.17,127617.0,-271.0,21182210.0
2021-03-17,0.5,1718.23,1132.5,1039.04,1348.13,4.3,101.84,3047.5,132326.0,-5289.0,21046120.0
2021-03-18,0.5,1718.23,1131.8,1039.92,1356.12,4.3,101.84,3066.01,148472.0,4863.0,21317460.0
2021-03-19,0.5,1718.23,1123.7,1031.34,1339.06,4.3,101.84,3039.53,159437.0,-5860.0,21131980.0
2021-03-22,0.5,1718.23,1131.8,1039.4,1345.65,4.3,101.84,3035.46,131362.0,-5483.0,21110190.0
2021-03-23,0.5,1718.23,1131.3,1039.85,1350.21,4.3,101.84,3004.74,158799.0,-4762.0,20903780.0
2021-03-24,0.5,1718.23,1128.0,1038.48,1336.29,4.3,101.84,2996.35,131201.0,-4871.0,20887820.0
2021-03-25,0.5,1718.23,1133.5,1042.44,1339.12,4.3,101.84,3008.33,131391.0,-794.0,20972240.0
2021-03-26,0.5,1718.23,1134.2,1038.98,1335.35,4.3,101.84,3041.01,153815.0,2955.0,21199630.0
2021-03-29,0.5,1718.23,1131.8,1030.92,1334.28,4.3,101.84,3036.04,164533.0,490.0,21167910.0
2021-03-30,0.5,1718.23,1131.7,1030.04,1331.56,4.3,101.84,3070.0,139350.0,3435.0,21396680.0
2021-03-31,0.5,1718.23,1133.5,1027.33,1328.29,4.3,101.84,3061.42,142337.0,-2916.0,21333730.0
2021-04-01,0.5,1761.68,1132.6,1022.25,1327.97,4.0,101.98,3087.4,137849.0,5723.0,21515690.0
2021-04-02,0.5,1761.68,1129.3,1020.88,1330.15,4.0,101.98,3112.8,132497.0,5667.0,21698190.0
2021-04-05,0.5,1761.68,1127.5,1018.47,1326.22,4.0,101.98,3120.83,128325.0,1679.0,21759880.0
2021-04-06,0.5,1761.68,1127.8,1023.41,1332.5,4.0,101.98,3127.08,134978.0,5812.0,21808390.0
2021-04-07,0.5,1761.68,1122.9,1023.0,1333.16,4.0,101.98,3137.41,143062.0,3268.0,21878570.0
2021-04-08,0.5,1761.68,1116.4,1016.25,1325.17,4.0,101.98,3143.26,168340.0,1102.0,21908970.0
2021-04-09,0.5,1761.68,1118.5,1023.0,1332.69,4.0,101.98,3131.88,145666.0,-1551.0,21834070.0
2021-04-12,0.5,1761.68,1117.2,1018.09,1329.47,4.0,101.98,3135.59,130829.0,-3281.0,21863360.0
2021-04-13,0.5,1761.68,1124.3,1027.74,1339.27,4.0,101.98,3169.08,161211.0,4441.0,22093440.0
2021-04-14,0.5,1761.68,1126.1,1032.98,1346.08,4.0,101.98,3182.38,153584.0,1063.0,22198370.0
2021-04-15,0.5,1761.68,1119.9,1027.86,1341.7,4.0,101.98,3194.33,173644.0,2628.0,22278930.0
2021-04-16,0.5,1761.68,1117.6,1027.73,1337.43,4.0,101.98,3198.62,145799.0,2749.0,22308630.0
2021-04-19,0.5,1761.68,1117.9,1027.81,1338.18,4.0,101.98,3198.84,151722.0,-3224.0,22312460.0
2021-04-20,0.5,1761.68,1118.2,1033.89,1346.31,4.0,101.98,3220.7,143164.0,3259.0,22464960.0
2021-04-21,0.5,1761.68,1113.4,1030.12,1339.64,4.0,101.98,3171.66,166651.0,-14325.0,22127150.0
2021-04-22,0.5,1761.68,1117.4,1034.44,1344.96,4.0,101.98,3177.52,146258.0,-1551.0,22176990.0
2021-04-23,0.5,1761.68,1116.3,1033.75,1341.4,4.0,101.98,3186.1,153877.0,-246.0,22235840.0
2021-04-26,0.5,1761.68,1118.9,1037.03,1353.14,4.0,101.98,3217.53,154016.0,3907.0,22442960.0
2021-04-27,0.5,1761.68,1114.0,1029.62,1345.93,4.0,101.98,3215.42,167998.0,-1628.0,22427920.0
2021-04-28,0.5,1761.68,1110.8,1021.38,1342.96,4.0,101.98,3181.47,179966.0,-5943.0,22195260.0
2021-04-29,0.5,1761.68,1112.5,1024.92,1349.69,4.0,101.98,3174.07,188242.0,-182.0,22144700.0
2021-04-30,0.5,1761.68,1107.4,1016.9,1342.33,4.0,101.98,3147.86,187037.0,-5652.0,21966440.0
2021-05-03,0.5,1855.56,1109.6,1015.05,1334.63,4.0,102.05,3127.2,167278.0,-4472.0,21832790.0
2021-05-04,0.5,1855.56,1119.3,1026.27,1349.76,4.0,102.05,3147.37,154415.0,-747.0,21971690.0
2021-05-06,0.5,1855.56,1121.1,1026.51,1345.99,4.0,102.05,3178.74,164115.0,-1009.0,22185970.0
2021-05-07,0.5,1855.56,1125.5,1032.05,1357.63,4.0,102.05,3197.2,148144.0,-1907.0,22317540.0
2021-05-10,0.5,1855.56,1121.4,1033.12,1364.8,4.0,102.05,3249.3,169531.0,2352.0,22673920.0
2021-05-11,0.5,1855.56,1114.6,1024.21,1353.07,4.0,102.05,3209.43,212362.0,-20349.0,22508130.0
2021-05-12,0.5,1855.56,1119.1,1029.96,1359.2,4.0,102.05,3161.66,222078.0,-27046.0,22177040.0
2021-05-13,0.5,1855.56,1123.5,1024.48,1356.68,4.0,102.05,3122.11,207421.0,-14343.0,21872850.0
2021-05-14,0.5,1855.56,1130.6,1032.75,1365.6,4.0,102.05,3153.32,142179.0,-4198.0,22098980.0
2021-05-17,0.5,1855.56,1129.5,1032.5,1371.95,4.0,102.05,3134.52,143302.0,-6022.0,21971460.0
2021-05-18,0.5,1855.56,1133.0,1037.59,1376.99,4.0,102.05,3173.05,137177.0,-3500.0,22230500.0
2021-05-20,0.5,1855.56,1133.1,1037.4,1379.66,4.0,102.05,3162.28,130423.0,-5158.0,22152620.0
2021-05-21,0.5,1855.56,1132.2,1040.48,1384.28,4.0,102.05,3156.42,145762.0,-1304.0,22118780.0
2021-05-24,0.5,1855.56,1126.9,1034.57,1372.9,4.0,102.05,3144.3,114693.0,-2207.0,22032960.0
2021-05-25,0.5,1855.56,1127.6,1036.25,1377.42,4.0,102.05,3171.32,114607.0,714.0,22221610.0
2021-05-26,0.5,1855.56,1122.8,1032.13,1375.6,4.0,102.05,3168.43,130080.0,-175.0,22201950.0
2021-05-27,0.5,1855.56,1118.6,1024.88,1364.08,4.0,102.05,3165.51,198879.0,-2429.0,22132640.0
2021-05-28,0.5,1855.56,1118.0,1017.71,1363.12,4.0,102.05,3188.73,133622.0,1429.0,22292620.0
2021-05-31,0.5,1855.56,1116.0,1015.7,1360.91,4.0,102.05,3203.92,138436.0,5204.0,22402040.0
2021-06-01,0.5,1834.57,1113.5,1016.62,1361.75,3.8,102.05,3221.87,150688.0,-531.0,22524140.0
2021-06-02,0.5,1834.57,1107.0,1011.19,1352.15,3.8,102.05,3224.23,175339.0,336.0,22538010.0
2021-06-03,0.5,1834.57,1110.3,1013.19,1355.73,3.8,102.05,3247.43,166856.0,2420.0,22710470.0
2021-06-04,0.5,1834.57,1111.8,1008.02,1348.61,3.8,102.05,3240.08,158384.0,1754.0,22663010.0
2021-06-07,0.5,1834.57,1117.5,1019.71,1359.33,3.8,102.05,3252.12,187691.0,-1873.0,22748030.0
2021-06-08,0.5,1834.57,1111.2,1016.88,1354.61,3.8,102.05,3247.83,191224.0,-2037.0,22717370.0
2021-06-09,0.5,1834.57,1113.7,1017.12,1355.6,3.8,102.05,3216.18,169436.0,-3248.0,22502390.0
2021-06-10,0.5,1834.57,1115.8,1017.74,1358.77,3.8,102.05,3224.64,188266.0,7172.0,22557060.0
2021-06-11,0.5,1834.57,1115.0,1019.62,1357.46,3.8,102.05,3249.32,176244.0,1765.0,22728650.0
2021-06-14,0.5,1834.57,1111.2,1012.9,1345.72,3.8,102.05,3252.13,149797.0,-101.0,22746550.0
2021-06-15,0.5,1834.57,1116.4,1014.31,1353.19,3.8,102.05,3258.63,144683.0,-1211.0,22790940.0
2021-06-16,0.5,1834.57,1117.8,1015.63,1355.5,3.8,102.05,3278.68,159765.0,2875.0,22930950.0
2021-06-17,0.5,1834.57,1117.7,1009.44,1340.51,3.8,102.05,3264.96,143976.0,-3217.0,22836280.0
2021-06-18,0.5,1834.57,1129.5,1024.26,1345.52,3.8,102.05,3267.93,170916.0,-7111.0,22855870.0
2021-06-21,0.5,1834.57,1132.2,1027.54,1343.98,3.8,102.05,3240.79,170713.0,-9019.0,22666500.0
2021-06-22,0.5,1834.57,1135.4,1029.05,1352.43,3.8,102.05,3263.88,151879.0,3629.0,22833100.0
2021-06-23,0.5,1834.57,1132.4,1023.41,1352.31,3.8,102.05,3276.19,173880.0,-96.0,22929000.0
2021-06-24,0.5,1834.57,1135.6,1023.39,1354.83,3.8,102.05,3286.1,211439.0,-1016.0,23001410.0
2021-06-25,0.5,1834.57,1135.8,1024.4,1355.12,3.8,102.05,3302.84,184017.0,2485.0,23120300.0
2021-06-28,0.5,1834.57,1128.8,1018.82,1347.67,3.8,102.05,3301.89,135302.0,-868.0,23116420.0
2021-06-29,0.5,1834.57,1129.9,1021.56,1347.46,3.8,102.05,3286.68,141958.0,679.0,23004820.0
2021-06-30,0.5,1834.57,1130.0,1022.12,1344.42,3.8,102.05,3296.68,152838.0,70.0,23075790.0
2021-07-01,0.5,1807.09,1129.5,1016.65,1339.47,3.2,102.26,3282.06,157458.0,-4088.0,22974290.0
2021-07-02,0.5,1807.09,1132.2,1014.93,1341.15,3.2,102.26,3281.78,151870.0,-1216.0,22968860.0
2021-07-05,0.5,1807.09,1134.5,1020.92,1345.63,3.2,102.26,3293.21,142929.0,15.0,23052400.0
2021-07-06,0.5,1807.09,1130.3,1018.84,1340.99,3.2,102.26,3305.21,145340.0,2238.0,23144170.0
2021-07-07,0.5,1807.09,1131.8,1023.0,1337.9,3.2,102.26,3285.34,142891.0,-3405.0,23006420.0
2021-07-08,0.5,1807.09,1137.6,1028.48,1341.97,3.2,102.26,3252.68,164963.0,-4983.0,22778410.0
2021-07-09,0.5,1807.09,1143.4,1041.21,1354.24,3.2,102.26,3217.95,161700.0,-13421.0,22536970.0
2021-07-12,0.5,1807.09,1148.3,1042.35,1363.61,3.2,102.26,3246.47,111178.0,372.0,22734940.0
2021-07-13,0.5,1807.09,1146.4,1039.02,1360.03,3.2,102.26,3271.38,132078.0,2652.0,22905850.0
2021-07-14,0.5,1807.09,1145.1,1035.4,1348.76,3.2,102.26,3264.81,127823.0,-2740.0,22863880.0
2021-07-15,0.5,1807.09,1150.3,1045.87,1361.61,3.2,102.26,3286.22,134127.0,1006.0,23010500.0
2021-07-16,0.5,1807.09,1143.7,1041.48,1351.11,3.2,102.26,3276.91,146071.0,-925.0,23045050.0
2021-07-19,0.5,1807.09,1141.1,1037.6,1347.81,3.2,102.26,3244.04,126346.0,-4582.0,22817880.0
2021-07-20,0.5,1807.09,1145.7,1046.25,1351.24,3.2,102.26,3232.7,150703.0,-1730.0,22738000.0
2021-07-21,0.5,1807.09,1151.0,1047.41,1355.99,3.2,102.26,3215.91,146555.0,-4985.0,22624230.0
2021-07-22,0.5,1807.09,1150.6,1043.3,1356.73,3.2,102.26,3250.21,128373.0,599.0,22864550.0
2021-07-23,0.5,1807.09,1151.0,1044.99,1355.13,3.2,102.26,3254.42,126936.0,1117.0,22889760.0
2021-07-26,0.5,1807.09,1149.5,1039.85,1353.42,3.2,102.26,3224.95,120478.0,-3780.0,22686440.0
2021-07-27,0.5,1807.09,1153.2,1044.9,1361.06,3.2,102.26,3232.53,120738.0,461.0,22735990.0
2021-07-28,0.5,1807.09,1150.2,1047.68,1359.36,3.2,102.26,3236.86,117442.0,-4222.0,22763740.0
2021-07-29,0.5,1807.09,1154.8,1050.82,1367.92,3.2,102.26,3242.65,103242.0,-2292.0,22804940.0
2021-07-30,0.5,1807.09,1147.4,1048.48,1364.6,3.2,102.26,3202.32,125683.0,-7184.0,22525450.0
2021-08-02,0.5,1783.97,1147.5,1045.61,1361.57,2.6,102.75,3223.04,101042.0,-1456.0,22674610.0
2021-08-03,0.5,1783.97,1151.5,1053.28,1367.23,2.6,102.75,3237.14,122916.0,6667.0,22780250.0
