,기준금리,금,달러,엔,유로,실업률,소비자물가지수,kospi,거래대금(억),외국인 순매수(억),시가총액(억)
2021-08-04,0.5,1783.97,1150.7,1055.64,1365.77,2.6,102.75,3280.38,121546.0,9122.0,23081340.0
2021-08-05,0.5,1783.97,1145.8,1046.54,1356.34,2.6,102.75,3276.13,116878.0,681.0,23056370.0
2021-08-06,0.5,1783.97,1143.5,1041.68,1353.22,2.6,102.75,3270.36,152170.0,524.0,23346290.0
2021-08-09,0.5,1783.97,1142.3,1035.96,1341.92,2.6,102.75,3260.42,155126.0,-2032.0,23293100.0
2021-08-10,0.5,1783.97,1145.0,1037.84,1343.71,2.6,102.75,3243.19,213676.0,-6376.0,23392060.0
2021-08-11,0.5,1783.97,1148.5,1038.76,1346.04,2.6,102.75,3220.62,189509.0,-16215.0,23226070.0
2021-08-12,0.5,1783.97,1155.0,1045.96,1355.97,2.6,102.75,3208.38,201710.0,-18842.0,23130930.0
2021-08-13,0.5,1783.97,1158.9,1049.82,1360.32,2.6,102.75,3171.29,197938.0,-26990.0,22853760.0
2021-08-17,0.5,1783.97,1167.8,1068.97,1375.67,2.6,102.75,3143.09,219183.0,-4165.0,22654010.0
2021-08-18,0.5,1783.97,1174.9,1071.94,1375.46,2.6,102.75,3158.93,165145.0,-2623.0,22768200.0
2021-08-19,0.5,1783.97,1172.7,1068.08,1373.76,2.6,102.75,3097.83,167367.0,-2710.0,22352160.0
2021-08-20,0.5,1783.97,1174.5,1069.92,1371.52,2.6,102.75,3060.51,160982.0,-2570.0,22096630.0
2021-08-23,0.5,1783.97,1176.7,1070.94,1376.03,2.6,102.75,3090.21,132026.0,-279.0,22307380.0
2021-08-24,0.5,1783.97,1174.0,1070.34,1379.04,2.6,102.75,3138.3,147345.0,1546.0,22667070.0
2021-08-25,0.5,1783.97,1168.0,1064.77,1373.16,2.6,102.75,3146.81,126788.0,1619.0,22723110.0
2021-08-26,0.75,1783.97,1166.5,1060.31,1373.09,2.6,102.75,3128.53,131712.0,-3642.0,22592800.0
2021-08-27,0.75,1783.97,1168.1,1061.47,1373.39,2.6,102.75,3133.9,108536.0,-3718.0,22624220.0
2021-08-30,0.75,1783.97,1170.8,1065.87,1381.31,2.6,102.75,3144.19,116194.0,-2339.0,22695800.0
2021-08-31,0.75,1783.97,1164.4,1058.88,1373.7,2.6,102.75,3199.27,151983.0,11230.0,23090620.0
2021-09-01,0.75,1777.25,1162.8,1057.04,1373.27,2.7,103.17,3207.02,132914.0,775.0,23176550.0
2021-09-02,0.75,1777.25,1157.5,1051.84,1370.77,2.7,103.17,3175.85,139965.0,5482.0,22971030.0
2021-09-03,0.75,1777.25,1159.7,1054.7,1377.09,2.7,103.17,3201.06,128697.0,5882.0,23158000.0
2021-09-06,0.75,1777.25,1156.4,1053.72,1374.03,2.7,103.17,3203.33,120987.0,620.0,23183480.0
2021-09-07,0.75,1777.25,1157.3,1053.67,1373.89,2.7,103.17,3187.42,117269.0,-3111.0,23066370.0
2021-09-08,0.75,1777.25,1157.9,1049.82,1371.24,2.7,103.17,3162.99,173027.0,-2232.0,22902480.0
2021-09-09,0.75,1777.25,1164.5,1056.28,1376.21,2.7,103.17,3114.7,177871.0,-3196.0,22561110.0
2021-09-10,0.75,1777.25,1170.1,1065.81,1383.35,2.7,103.17,3125.76,133544.0,-5178.0,22628660.0
2021-09-13,0.75,1777.25,1170.4,1065.36,1382.48,2.7,103.17,3127.86,132741.0,1424.0,22641590.0
2021-09-14,0.75,1777.25,1174.3,1067.4,1386.85,2.7,103.17,3148.83,153885.0,2984.0,22802580.0
2021-09-15,0.75,1777.25,1172.2,1068.4,1383.37,2.7,103.17,3153.4,119552.0,2981.0,22841570.0
2021-09-16,0.75,1777.25,1171.7,1071.66,1384.77,2.7,103.17,3130.09,121312.0,207.0,22672200.0
2021-09-17,0.75,1777.25,1169.1,1065.58,1375.56,2.7,103.17,3140.51,146358.0,539.0,22844840.0
2021-09-23,0.75,1777.25,1177.6,1072.64,1377.09,2.7,103.17,3127.58,137581.0,5769.0,22753250.0
2021-09-24,0.75,1777.25,1181.7,1071.45,1387.55,2.7,103.17,3125.24,122747.0,826.0,22735910.0
2021-09-27,0.75,1777.25,1175.3,1060.79,1377.45,2.7,103.17,3133.64,121181.0,3427.0,22798940.0
2021-09-28,0.75,1777.25,1175.9,1059.37,1375.16,2.7,103.17,3097.92,143879.0,40.0,22543150.0
2021-09-29,0.75,1777.25,1182.0,1059.38,1381.23,2.7,103.17,3060.27,149456.0,-6625.0,22267220.0
2021-09-30,0.75,1777.25,1184.9,1058.18,1374.31,2.7,103.17,3068.82,145495.0,372.0,22319570.0
2021-10-01,0.75,1776.85,1185.2,1064.06,1372.28,2.8,103.35,3019.18,127952.0,-3035.0,21954890.0
2021-10-05,0.75,1776.85,1187.2,1069.98,1379.23,2.8,103.35,2962.17,151111.0,-6206.0,21536720.0
2021-10-06,0.75,1776.85,1187.1,1064.81,1376.74,2.8,103.35,2908.31,154272.0,-2769.0,21149320.0
2021-10-07,0.75,1776.85,1190.0,1067.98,1374.93,2.8,103.35,2959.46,117206.0,-1050.0,21514100.0
2021-10-08,0.75,1776.85,1190.3,1066.05,1375.45,2.8,103.35,2956.3,124694.0,-485.0,21501150.0
2021-10-12,0.75,1776.85,1193.4,1052.38,1378.2,2.8,103.35,2916.38,125201.0,-8242.0,21205610.0
2021-10-13,0.75,1776.85,1199.1,1055.82,1382.86,2.8,103.35,2944.41,121018.0,-2711.0,21413740.0
2021-10-14,0.75,1776.85,1195.0,1055.14,1385.96,2.8,103.35,2988.64,119082.0,-3845.0,21727640.0
2021-10-15,0.75,1776.85,1188.3,1044.71,1378.19,2.8,103.35,3015.06,123731.0,869.0,21921250.0
2021-10-18,0.75,1776.85,1182.8,1034.59,1371.99,2.8,103.35,3006.68,105250.0,359.0,21860100.0
2021-10-19,0.75,1776.85,1185.8,1037.4,1376.77,2.8,103.35,3029.04,99761.0,1487.0,22023010.0
2021-10-20,0.75,1776.85,1181.7,1032.73,1374.97,2.8,103.35,3013.13,110425.0,-695.0,21910940.0
2021-10-21,0.75,1776.85,1175.6,1027.85,1369.87,2.8,103.35,3007.33,103480.0,538.0,21856790.0
2021-10-22,0.75,1776.85,1175.8,1031.72,1366.75,2.8,103.35,3006.16,89141.0,-1088.0,21845420.0
2021-10-25,0.75,1776.85,1178.4,1037.92,1372.07,2.8,103.35,3020.54,103268.0,384.0,21944840.0
2021-10-26,0.75,1776.85,1171.8,1030.38,1360.17,2.8,103.35,3049.08,92177.0,1073.0,22157570.0
2021-10-27,0.75,1776.85,1166.3,1021.41,1352.27,2.8,103.35,3025.49,100886.0,-2885.0,21987530.0
2021-10-28,0.75,1776.85,1168.1,1026.63,1355.05,2.8,103.35,3009.55,121836.0,-2481.0,21880630.0
2021-10-29,0.75,1776.85,1171.7,1031.65,1368.78,2.8,103.35,2970.68,107898.0,-8058.0,21593760.0
2021-11-01,0.75,1820.23,1169.6,1024.84,1352.12,2.6,103.87,2978.94,93152.0,-3562.0,21660700.0
2021-11-02,0.75,1820.23,1176.3,1031.25,1364.8,2.6,103.87,3013.49,95328.0,3224.0,21913760.0
2021-11-03,0.75,1820.23,1175.5,1031.28,1361.05,2.6,103.87,2975.71,122857.0,-4470.0,21895400.0
2021-11-04,0.75,1820.23,1181.1,1035.78,1371.61,2.6,103.87,2983.22,144112.0,3542.0,21954280.0
2021-11-05,0.75,1820.23,1180.0,1036.54,1363.14,2.6,103.87,2969.27,124448.0,1165.0,21851890.0
2021-11-08,0.75,1820.23,1185.2,1044.83,1370.86,2.6,103.87,2960.2,102426.0,-1168.0,21780200.0
2021-11-09,0.75,1820.23,1184.3,1045.79,1372.31,2.6,103.87,2962.46,95743.0,-1355.0,21807880.0
2021-11-10,0.75,1820.23,1178.4,1043.52,1366.12,2.6,103.87,2930.17,95129.0,-208.0,21570220.0
2021-11-11,0.75,1820.23,1181.0,1037.01,1355.73,2.6,103.87,2924.92,132610.0,863.0,21530820.0
2021-11-12,0.75,1820.23,1184.7,1038.8,1356.19,2.6,103.87,2968.8,123122.0,4324.0,21854390.0
2021-11-15,0.75,1820.23,1179.6,1034.78,1349.88,2.6,103.87,2999.52,112135.0,3997.0,22079500.0
2021-11-16,0.75,1820.23,1180.2,1034.22,1342.01,2.6,103.87,2997.21,104873.0,6478.0,22086380.0
2021-11-17,0.75,1820.23,1179.6,1027.03,1335.07,2.6,103.87,2962.42,104916.0,1032.0,21838520.0
2021-11-18,0.75,1820.23,1183.6,1036.34,1339.54,2.6,103.87,2947.38,86350.0,-472.0,21731030.0
2021-11-19,0.75,1820.23,1180.5,1033.31,1342.52,2.6,103.87,2971.02,108550.0,2323.0,21922370.0
2021-11-22,0.75,1820.23,1183.5,1037.57,1335.28,2.6,103.87,3013.25,127625.0,7970.0,22253250.0
2021-11-23,0.75,1820.23,1187.4,1033.92,1334.52,2.6,103.87,2997.33,106907.0,2824.0,22138060.0
2021-11-24,0.75,1820.23,1188.9,1032.79,1337.22,2.6,103.87,2994.29,106995.0,3186.0,22108040.0
2021-11-25,1.0,1820.23,1188.5,1029.54,1331.3,2.6,103.87,2980.27,92795.0,-925.0,21999500.0
2021-11-26,1.0,1820.23,1189.7,1031.79,1333.53,2.6,103.87,2936.44,116465.0,-1808.0,21674440.0
2021-11-29,1.0,1820.23,1193.0,1049.53,1347.14,2.6,103.87,2909.32,129487.0,455.0,21483590.0
2021-11-30,1.0,1820.23,1193.4,1049.56,1347.59,2.6,103.87,2839.01,192255.0,-1340.0,20958210.0
2021-12-01,1.0,1786.65,1187.7,1049.16,1346.79,3.5,104.04,2899.72,121267.0,9439.0,21433380.0
2021-12-02,1.0,1786.65,1180.3,1045.81,1336.22,3.5,104.04,2945.27,117669.0,8888.0,21769140.0
2021-12-03,1.0,1786.65,1177.3,1039.97,1330.41,3.5,104.04,2968.33,100886.0,1547.0,21928350.0
2021-12-06,1.0,1786.65,1178.6,1042.69,1332.29,3.5,104.04,2973.25,91127.0,47.0,21973790.0
2021-12-07,1.0,1786.65,1183.7,1043.23,1335.63,3.5,104.04,2991.72,98813.0,2121.0,22112170.0
2021-12-08,1.0,1786.65,1181.2,1040.48,1331.15,3.5,104.04,3001.8,109568.0,-798.0,22181530.0
2021-12-09,1.0,1786.65,1176.4,1034.43,1334.33,3.5,104.04,3029.57,119755.0,3260.0,22387770.0
2021-12-10,1.0,1786.65,1173.8,1034.73,1325.81,3.5,104.04,3010.23,80710.0,-2807.0,22256430.0
2021-12-13,1.0,1786.65,1178.2,1038.47,1332.96,3.5,104.04,3001.66,84699.0,-1339.0,22194410.0
2021-12-14,1.0,1786.65,1178.8,1038.0,1330.1,3.5,104.04,2987.95,92066.0,1815.0,22097780.0
2021-12-15,1.0,1786.65,1183.6,1040.57,1332.38,3.5,104.04,2989.39,81032.0,-223.0,22108960.0
2021-12-16,1.0,1786.65,1186.2,1039.8,1340.11,3.5,104.04,3006.41,83721.0,1872.0,22232560.0
2021-12-17,1.0,1786.65,1183.5,1040.81,1340.96,3.5,104.04,3017.73,112059.0,5318.0,22310550.0
2021-12-20,1.0,1786.65,1184.4,1042.01,1331.27,3.5,104.04,2963.0,85162.0,-5596.0,21914560.0
2021-12-21,1.0,1786.65,1189.8,1047.04,1341.74,3.5,104.04,2975.03,85962.0,329.0,22008960.0
2021-12-22,1.0,1786.65,1191.5,1044.67,1344.19,3.5,104.04,2984.48,86147.0,4233.0,22083000.0
2021-12-23,1.0,1786.65,1191.2,1043.68,1348.91,3.5,104.04,2998.17,92016.0,2351.0,22186530.0
2021-12-24,1.0,1786.65,1187.5,1037.48,1344.84,3.5,104.04,3012.43,84694.0,1950.0,22300190.0
2021-12-27,1.0,1786.65,1186.4,1037.06,1343.06,3.5,104.04,2999.55,81341.0,516.0,22215270.0
2021-12-28,1.0,1786.65,1186.2,1032.6,1343.79,3.5,104.04,3020.24,118684.0,4528.0,22376230.0
2021-12-29,1.0,1786.65,1186.7,1033.76,1342.16,3.5,104.04,2993.29,108018.0,-1278.0,22154620.0
2021-12-30,1.0,1786.65,1186.6,1032.14,1346.85,3.5,104.04,2977.65,85951.0,-2184.0,22033660.0
2022-01-03,1.0,1816.77,1185.5,1029.57,1348.33,4.1,104.85,2988.77,81094.0,2615.0,22113730.0
2022-01-04,1.0,1816.77,1190.8,1032.38,1345.13,4.1,104.85,2989.24,98961.0,883.0,22120880.0
2022-01-05,1.0,1816.77,1194.3,1027.93,1347.77,4.1,104.85,2953.97,146338.0,6203.0,21867150.0
2022-01-06,1.0,1816.77,1198.2,1032.09,1355.04,4.1,104.85,2920.53,130722.0,1794.0,21624370.0
2022-01-07,1.0,1816.77,1199.6,1035.43,1355.31,4.1,104.85,2954.89,101367.0,6548.0,21875600.0
2022-01-10,1.0,1816.77,1202.4,1039.82,1365.69,4.1,104.85,2926.72,102225.0,-879.0,21667630.0
2022-01-11,1.0,1816.77,1200.0,1041.44,1359.36,4.1,104.85,2927.38,104990.0,4820.0,21680320.0
2022-01-12,1.0,1816.77,1195.2,1036.56,1358.88,4.1,104.85,2972.48,107622.0,4579.0,22009670.0
2022-01-13,1.0,1816.77,1189.9,1037.99,1361.66,4.1,104.85,2962.09,112853.0,3735.0,21937990.0
2022-01-14,1.25,1816.77,1188.2,1040.41,1361.26,4.1,104.85,2921.92,106490.0,-2457.0,21649960.0
2022-01-17,1.25,1816.77,1187.6,1038.7,1354.58,4.1,104.85,2890.1,98192.0,-2527.0,21415900.0
2022-01-18,1.25,1816.77,1192.3,1040.36,1360.18,4.1,104.85,2864.24,98715.0,134.0,21218970.0
2022-01-19,1.25,1816.77,1188.9,1037.48,1346.73,4.1,104.85,2842.28,95505.0,344.0,21052230.0
2022-01-20,1.25,1816.77,1191.8,1041.97,1351.62,4.1,104.85,2862.68,87173.0,-2784.0,21194050.0
2022-01-21,1.25,1816.77,1190.4,1044.16,1346.76,4.1,104.85,2834.29,105350.0,-2225.0,20989260.0
2022-01-24,1.25,1816.77,1193.6,1049.36,1353.54,4.1,104.85,2792.0,92168.0,-4357.0,20682830.0
2022-01-25,1.25,1816.77,1194.2,1047.5,1352.67,4.1,104.85,2720.39,115070.0,-4411.0,20162700.0
2022-01-26,1.25,1816.77,1197.8,1051.62,1353.87,4.1,104.85,2709.24,88305.0,-2425.0,20076830.0
2022-01-27,1.25,1816.77,1197.0,1043.36,1345.55,4.1,104.85,2614.49,202530.0,-17142.0,20567880.0
2022-01-28,1.25,1816.77,1202.4,1042.8,1340.07,4.1,104.85,2663.34,135649.0,-7067.0,20948590.0
2022-02-03,1.25,1856.3,1205.7,1053.75,1362.98,3.4,105.42,2707.82,122835.0,839.0,21296730.0
2022-02-04,1.25,1856.3,1205.4,1048.4,1378.62,3.4,105.42,2750.26,111842.0,1945.0,21621890.0
2022-02-07,1.25,1856.3,1199.5,1040.19,1374.27,3.4,105.42,2745.06,111059.0,-69.0,21575750.0
2022-02-08,1.25,1856.3,1199.4,1042.37,1372.17,3.4,105.42,2746.47,116203.0,-939.0,21584940.0
2022-02-09,1.25,1856.3,1197.8,1035.94,1367.29,3.4,105.42,2768.85,101579.0,2355.0,21760950.0
2022-02-10,1.25,1856.3,1196.0,1035.09,1366.19,3.4,105.42,2771.93,125638.0,8365.0,21799370.0
2022-02-11,1.25,1856.3,1196.0,1030.46,1365.17,3.4,105.42,2747.71,105400.0,6081.0,21613810.0
2022-02-14,1.25,1856.3,1199.6,1038.57,1361.31,3.4,105.42,2704.48,113138.0,684.0,21268530.0
2022-02-15,1.25,1856.3,1198.3,1037.22,1354.62,3.4,105.42,2676.54,92255.0,-2209.0,21048870.0
2022-02-16,1.25,1856.3,1198.5,1036.63,1361.38,3.4,105.42,2729.68,82633.0,-437.0,21461970.0
2022-02-17,1.25,1856.3,1196.9,1036.77,1362.43,3.4,105.42,2744.09,116773.0,6515.0,21575750.0
2022-02-18,1.25,1856.3,1197.1,1042.45,1360.8,3.4,105.42,2744.52,84107.0,-1507.0,21574250.0
2022-02-21,1.25,1856.3,1196.4,1041.25,1354.38,3.4,105.42,2743.8,77789.0,-649.0,21566260.0
2022-02-22,1.25,1856.3,1194.6,1042.45,1350.38,3.4,105.42,2706.79,104059.0,-3304.0,21279450.0
2022-02-23,1.25,1856.3,1194.7,1038.33,1353.54,3.4,105.42,2719.53,89913.0,-2668.0,21373670.0
2022-02-24,1.25,1856.3,1192.1,1037.19,1347.31,3.4,105.42,2648.8,130939.0,-6742.0,20821260.0
2022-02-25,1.25,1856.3,1199.4,1038.76,1343.15,3.4,105.42,2676.76,120289.0,-1242.0,21039630.0
2022-02-28,1.25,1856.3,1202.7,1041.52,1342.09,3.4,105.42,2699.18,126651.0,965.0,21201870.0
2022-03-02,1.25,1947.83,1205.6,1049.49,1341.17,3.0,106.1,2703.52,109967.0,-3074.0,21230320.0
2022-03-03,1.25,1947.83,1205.0,1043.52,1340.08,3.0,106.1,2747.08,104665.0,1327.0,21568270.0
2022-03-04,1.25,1947.83,1203.6,1042.21,1331.84,3.0,106.1,2713.43,122495.0,-5890.0,21324670.0
2022-03-07,1.25,1947.83,1211.5,1054.17,1316.9,3.0,106.1,2651.31,118928.0,-11907.0,20831970.0
2022-03-08,1.25,1947.83,1225.4,1062.65,1330.42,3.0,106.1,2622.4,114532.0,-4774.0,20606950.0
2022-03-10,1.25,1947.83,1234.5,1065.56,1366.9,3.0,106.1,2680.32,134737.0,-4278.0,21050970.0
2022-03-11,1.25,1947.83,1228.7,1057.81,1350.71,3.0,106.1,2661.28,120946.0,-6894.0,20905480.0
2022-03-14,1.25,1947.83,1232.4,1048.9,1347.38,3.0,106.1,2645.65,118798.0,-6391.0,20780710.0
2022-03-15,1.25,1947.83,1238.6,1047.22,1354.16,3.0,106.1,2621.53,94123.0,-6790.0,20593900.0
2022-03-16,1.25,1947.83,1241.7,1049.49,1361.34,3.0,106.1,2659.23,91755.0,-1319.0,20885190.0
2022-03-17,1.25,1947.83,1240.4,1043.89,1367.23,3.0,106.1,2694.51,116315.0,4635.0,21165410.0
2022-03-18,1.25,1947.83,1220.6,1029.82,1353.65,3.0,106.1,2707.02,112693.0,-1031.0,21256570.0
2022-03-21,1.25,1947.83,1211.1,1015.38,1337.78,3.0,106.1,2686.05,85769.0,-4915.0,21093940.0
2022-03-22,1.25,1947.83,1213.7,1015.1,1337.38,3.0,106.1,2710.0,83879.0,2195.0,21270020.0
2022-03-23,1.25,1947.83,1221.4,1007.71,1347.75,3.0,106.1,2735.05,117106.0,571.0,21464080.0
2022-03-24,1.25,1947.83,1212.7,1001.61,1334.58,3.0,106.1,2729.66,114794.0,10219.0,21426180.0
2022-03-25,1.25,1947.83,1219.4,996.53,1342.38,3.0,106.1,2729.98,106585.0,-5549.0,21433770.0
2022-03-28,1.25,1947.83,1218.3,995.79,1337.69,3.0,106.1,2729.56,96635.0,-2643.0,21433330.0
2022-03-29,1.25,1947.83,1225.7,988.27,1347.6,3.0,106.1,2741.07,98786.0,-2832.0,21526150.0
2022-03-30,1.25,1947.83,1220.5,992.48,1353.9,3.0,106.1,2746.74,109259.0,-93.0,21569010.0
2022-03-31,1.25,1947.83,1210.8,992.74,1351.13,3.0,106.1,2757.65,95523.0,-1739.0,21649620.0
2022-04-01,1.25,1933.9,1210.7,993.88,1340.55,3.0,106.83,2739.85,105518.0,-726.0,21512790.0
2022-04-04,1.25,1933.9,1216.1,991.64,1343.06,3.0,106.83,2757.9,95987.0,232.0,21649640.0
2022-04-05,1.25,1933.9,1216.7,991.0,1335.08,3.0,106.83,2759.2,98082.0,119.0,21658640.0
2022-04-06,1.25,1933.9,1212.6,981.11,1322.64,3.0,106.83,2735.03,108548.0,-5894.0,21470290.0
2022-04-07,1.25,1933.9,1219.1,984.14,1328.39,3.0,106.83,2695.86,121172.0,-7696.0,21169220.0
2022-04-08,1.25,1933.9,1218.5,981.47,1324.88,3.0,106.83,2700.39,101439.0,-4588.0,21192010.0
2022-04-11,1.25,1933.9,1224.0,984.2,1333.24,3.0,106.83,2693.1,87146.0,-1357.0,21137560.0
2022-04-12,1.25,1933.9,1232.0,982.03,1340.35,3.0,106.83,2666.76,95485.0,-4683.0,20925820.0
2022-04-13,1.25,1933.9,1236.6,985.69,1338.87,3.0,106.83,2716.49,95263.0,-633.0,21313140.0
2022-04-14,1.5,1933.9,1227.7,977.82,1337.27,3.0,106.83,2716.71,112529.0,-2549.0,21307360.0
2022-04-15,1.5,1933.9,1224.2,971.55,1325.2,3.0,106.83,2696.06,94487.0,-3210.0,21144290.0
2022-04-18,1.5,1933.9,1230.1,971.91,1330.66,3.0,106.83,2693.21,89186.0,-962.0,21127950.0
2022-04-19,1.5,1933.9,1232.8,969.45,1328.84,3.0,106.83,2718.89,96219.0,316.0,21330700.0
2022-04-20,1.5,1933.9,1234.9,956.06,1332.33,3.0,106.83,2718.69,121218.0,943.0,21329050.0
2022-04-21,1.5,1933.9,1237.1,967.13,1342.75,3.0,106.83,2728.21,113038.0,-577.0,21404160.0
2022-04-22,1.5,1933.9,1236.4,963.42,1339.76,3.0,106.83,2704.71,118935.0,-1565.0,21227810.0
2022-04-25,1.5,1933.9,1241.7,964.61,1342.03,3.0,106.83,2657.13,114968.0,-7099.0,20856070.0
2022-04-26,1.5,1933.9,1247.1,974.03,1335.52,3.0,106.83,2668.31,106454.0,-2453.0,20938850.0
2022-04-27,1.5,1933.9,1248.3,980.79,1328.82,3.0,106.83,2639.06,124035.0,-6811.0,20704450.0
2022-04-28,1.5,1933.9,1263.1,982.92,1332.7,3.0,106.83,2667.49,122987.0,-378.0,20977820.0
2022-04-29,1.5,1933.9,1269.4,970.16,1332.74,3.0,106.83,2695.05,124812.0,143.0,21198650.0
2022-05-02,1.5,1849.83,1265.4,973.35,1334.74,3.0,107.5,2687.45,89548.0,-681.0,21144410.0
2022-05-03,1.5,1849.83,1265.8,972.23,1330.1,3.0,107.5,2680.46,90665.0,1150.0,21093460.0
2022-05-04,1.5,1849.83,1265.7,972.75,1331.9,3.0,107.5,2677.57,97682.0,306.0,21075500.0
2022-05-06,1.5,1849.83,1261.8,968.94,1330.13,3.0,107.5,2644.51,104308.0,-4863.0,20813200.0
2022-05-09,1.5,1849.83,1272.7,973.87,1340.92,3.0,107.5,2610.81,90590.0,-1977.0,20551630.0
2022-05-10,1.5,1849.83,1274.6,977.57,1345.85,3.0,107.5,2596.56,106949.0,-3177.0,20436730.0
2022-05-11,1.5,1849.83,1275.5,978.48,1343.55,3.0,107.5,2592.27,84700.0,-2900.0,20402580.0
2022-05-12,1.5,1849.83,1277.0,982.95,1343.02,3.0,107.5,2550.08,119338.0,-2821.0,20071950.0
2022-05-13,1.5,1849.83,1286.4,1000.58,1335.35,3.0,107.5,2604.24,101279.0,684.0,20492920.0
2022-05-16,1.5,1849.83,1286.0,993.86,1337.7,3.0,107.5,2596.58,83841.0,18.0,20435280.0
2022-05-17,1.5,1849.83,1281.6,993.3,1337.48,3.0,107.5,2620.44,93163.0,-524.0,20626790.0
2022-05-18,1.5,1849.83,1277.2,986.67,1347.25,3.0,107.5,2625.98,93947.0,2973.0,20675750.0
2022-05-19,1.5,1849.83,1269.3,988.98,1329.21,3.0,107.5,2592.34,97122.0,-909.0,20413760.0
2022-05-20,1.5,1849.83,1274.6,997.61,1348.59,3.0,107.5,2639.29,94913.0,1966.0,20775580.0
2022-05-23,1.5,1849.83,1269.5,992.69,1342.75,3.0,107.5,2647.38,77068.0,-304.0,20832100.0
2022-05-24,1.5,1849.83,1267.7,991.79,1354.28,3.0,107.5,2605.87,85987.0,-3254.0,20507780.0
2022-05-25,1.5,1849.83,1264.3,996.57,1357.23,3.0,107.5,2617.22,82080.0,-1655.0,20598890.0
2022-05-26,1.75,1849.83,1263.3,992.97,1350.85,3.0,107.5,2612.45,84762.0,377.0,20563030.0
2022-05-27,1.75,1849.83,1266.4,996.5,1359.35,3.0,107.5,2638.05,76791.0,2760.0,20761150.0
2022-05-30,1.75,1849.83,1256.9,988.01,1348.53,3.0,107.5,2669.66,73180.0,3541.0,21012900.0
2022-05-31,1.75,1849.83,1245.8,975.61,1342.29,3.0,107.5,2685.9,136444.0,10573.0,21137840.0
2022-06-02,1.75,1837.06,1238.4,951.41,1319.14,3.0,108.21,2658.99,76936.0,-909.0,20927890.0
2022-06-03,1.75,1837.06,1251.2,963.31,1345.04,3.0,108.21,2670.65,74527.0,-88.0,21017030.0
2022-06-07,1.75,1837.06,1241.1,940.19,1327.05,3.0,108.21,2626.34,88198.0,-2089.0,20671650.0
2022-06-08,1.75,1837.06,1257.1,947.0,1345.79,3.0,108.21,2626.15,73789.0,-1245.0,20667420.0
2022-06-09,1.75,1837.06,1255.4,934.18,1345.66,3.0,108.21,2625.44,106056.0,-9373.0,20664510.0
2022-06-10,1.75,1837.06,1257.6,935.4,1335.07,3.0,108.21,2595.87,81377.0,-8517.0,20432130.0
2022-06-13,1.75,1837.06,1266.0,939.97,1330.25,3.0,108.21,2504.51,96056.0,-5009.0,19722030.0
2022-06-14,1.75,1837.06,1286.0,957.88,1339.05,3.0,108.21,2492.97,98021.0,-2811.0,19629930.0
2022-06-15,1.75,1837.06,1289.7,953.32,1345.22,3.0,108.21,2447.38,98024.0,-4609.0,19268570.0
2022-06-16,1.75,1837.06,1291.3,963.12,1348.89,3.0,108.21,2451.41,93677.0,1457.0,19310710.0
2022-06-17,1.75,1837.06,1284.1,968.73,1354.6,3.0,108.21,2440.93,106688.0,-3902.0,19211480.0
2022-06-20,1.75,1837.06,1287.5,952.4,1350.59,3.0,108.21,2391.03,89711.0,-6659.0,18814820.0
2022-06-21,1.75,1837.06,1291.7,955.93,1358.55,3.0,108.21,2408.93,72956.0,-3201.0,18949650.0
2022-06-22,1.75,1837.06,1290.6,945.63,1359.45,3.0,108.21,2342.81,85073.0,-3202.0,18438880.0
2022-06-23,1.75,1837.06,1295.7,951.78,1369.23,3.0,108.21,2314.32,99898.0,-2961.0,18211830.0
2022-06-24,1.75,1837.06,1300.7,964.66,1369.25,3.0,108.21,2366.6,83248.0,-337.0,18623200.0
2022-06-27,1.75,1837.06,1299.4,961.27,1373.86,3.0,108.21,2401.92,75161.0,2663.0,18905260.0
2022-06-28,1.75,1837.06,1285.6,949.87,1360.04,3.0,108.21,2422.09,70303.0,-354.0,19062140.0
2022-06-29,1.75,1837.06,1284.9,944.26,1352.49,3.0,108.21,2377.99,77348.0,-2329.0,18712750.0
2022-06-30,1.75,1837.06,1292.9,946.45,1350.05,3.0,108.21,2332.64,87295.0,-2339.0,18354930.0
2022-07-01,1.75,1737.38,1299.8,957.18,1361.87,2.9,108.73,2305.42,85191.0,-3400.0,18142900.0
2022-07-04,1.75,1737.38,1294.2,957.14,1350.37,2.9,108.73,2300.34,72431.0,-1385.0,18106700.0
2022-07-05,1.75,1737.38,1297.9,955.43,1354.1,2.9,108.73,2341.78,67460.0,1324.0,18425190.0
2022-07-06,1.75,1737.38,1298.0,957.05,1332.72,2.9,108.73,2292.01,85341.0,-477.0,18042250.0
2022-07-07,1.75,1737.38,1307.4,960.93,1331.33,2.9,108.73,2334.27,75455.0,1448.0,18378850.0
2022-07-08,1.75,1737.38,1302.7,958.11,1324.0,2.9,108.73,2350.61,68989.0,2427.0,18508930.0
2022-07-11,1.75,1737.38,1299.3,954.0,1321.91,2.9,108.73,2340.27,61479.0,-202.0,18432600.0
2022-07-12,1.75,1737.38,1300.6,947.1,1306.52,2.9,108.73,2317.76,62897.0,-445.0,18249940.0
2022-07-13,2.25,1737.38,1312.9,959.06,1316.71,2.9,108.73,2328.61,59166.0,-1010.0,18329790.0
2022-07-14,2.25,1737.38,1305.9,949.99,1312.63,2.9,108.73,2322.32,64439.0,3988.0,18295930.0
